country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Brazil,1900,BRA,18058538,15718016000,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1901,BRA,18463951,17288480768,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1902,BRA,18869255,17298221056,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1903,BRA,19274237,17645600768,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1904,BRA,19687910,17980866560,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1905,BRA,20110461,18502774784,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1906,BRA,20542081,20284010496,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1907,BRA,20982964,20275920896,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1908,BRA,21433310,20131334144,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1909,BRA,21892657,21732245504,,,,,,,,,,,,,,,,,0.094,4.287,0.094,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1910,BRA,22361184,21993840640,,,,,,,,,,,,,,,,-100,-0.094,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1911,BRA,22839075,24411211776,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1912,BRA,23326514,24141056000,,,,,,,,,,,,,,,,,0.063,2.682,0.063,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1913,BRA,23823693,24748359680,,,,,,,,,,,,,,,,50,0.031,3.939,0.094,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1914,BRA,24331468,24257644544,,,,,,,,,,,,,,,,-33.333,-0.031,2.571,0.063,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1915,BRA,24850065,25364871168,,,,,,,,,,,,,,,,150,0.094,6.294,0.156,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1916,BRA,25379715,26104092672,,,,,,,,,,,,,,,,200,0.313,18.488,0.469,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1917,BRA,25920654,27944951808,,,,,,,,,,,,,,,,100,0.469,36.205,0.938,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1918,BRA,26470416,27354357760,,,,,,,,,,,,,,,,93.333,0.876,68.542,1.814,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1919,BRA,27027899,30967590912,,,,,,,,,,,,,,,,-3.448,-0.063,64.814,1.752,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1920,BRA,27593186,34035767296,,,,,,,,,,,,,,,,9.643,0.169,69.608,1.921,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1921,BRA,28166360,34737496064,,,,,,,,,,,,,,,,-2.28,-0.044,66.636,1.877,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1922,BRA,28747505,37133139968,,,,,,,,,,,,,,,,1,0.019,65.942,1.896,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1923,BRA,29336703,39232720896,,,,,,,,,,,,,,,,8.581,0.163,70.163,2.058,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1924,BRA,29937978,39234359296,,,,,,,,,,,,,,,,12.158,0.25,77.113,2.309,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1925,BRA,30551576,39370936320,,,,,,,,,,,,,,,,6.233,0.144,80.274,2.452,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1926,BRA,31177749,40207945728,,,,,,,,,,,,,,,,-9.184,-0.225,71.438,2.227,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1927,BRA,31816757,43147841536,,,,,,,,,,,,,,,,-3.933,-0.088,67.25,2.14,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1928,BRA,32468862,48093126656,,,,,,,,,,,,,,,,-4.971,-0.106,62.624,2.033,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1929,BRA,33134257,48189710336,,,,,,,,,,,,,,,,14.769,0.3,70.429,2.334,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1930,BRA,33813213,45316800512,,,,,,,,,,,,,,,,3.217,0.075,71.235,2.409,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1931,BRA,34506006,44327264256,,,,,,,,,,,,,,,,28.312,0.682,89.568,3.091,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1932,BRA,35212919,45863583744,,,,,,,,,,,,,,,,9.514,0.294,96.121,3.385,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1933,BRA,35934239,49478451200,,,,,,,,,,,,,,,,19.408,0.657,112.472,4.042,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1934,BRA,36670335,53550284800,,,,,,,,,,,,,,,,13.158,0.532,124.717,4.573,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1935,BRA,37421510,55056297984,,,,,,,,,,,,,,,,14.911,0.682,140.436,5.255,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1936,BRA,38188072,60316401664,,,,,,,,,,,,,,,,-21.19,-1.114,108.456,4.142,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1937,BRA,38970337,62286069760,,,,,,,,,,,,,,,,15.257,0.632,122.493,4.774,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1938,BRA,39768626,64865640448,,,,,,,,,,,,,,,,18.48,0.882,142.216,5.656,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1939,BRA,40633684,65550204928,,,,,,,,,,,,,,,,15.819,0.895,161.206,6.55,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1940,BRA,41568218,66193539072,,,,,,,,,,,,,,,,27.603,1.808,201.079,8.358,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1941,BRA,42575027,70802128896,,,,,,,,,,,,,,,,5.389,0.45,206.904,8.809,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1942,BRA,43657003,68221296640,,,,,,,,,,,,,,,,26.065,2.296,254.37,11.105,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,1.066,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1943,BRA,44817135,77735960576,,,,,,,,,,,,,,,,17.07,1.896,290.084,13.001,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0.023,1.557,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1944,BRA,46008096,80576684032,,,,,,,,,,,,,,,,-8.181,-1.064,259.457,11.937,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.333,0.023,2.022,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1945,BRA,47230706,82817277952,,,,,,,,,,,,,,,,8.648,1.032,274.597,12.969,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.023,2.462,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1946,BRA,48485805,91503345664,,,,,,,,,,,,,,,,-8.49,-1.101,244.779,11.868,,,,,,,,,,,,,,,,,,,,,,,,,0.104,2.15,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,-0.012,2.159,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1947,BRA,49774257,94744731648,,,,,,,,,,,,,,,,5.377,0.638,251.264,12.506,,,,,,,,,,,,,,,,,,,,,,,,-88.889,-0.093,0.233,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.444,0.047,3.038,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1948,BRA,51096948,1.04E+11,,,,,,,,,,,,,,,,1.301,0.163,247.943,12.669,,,,,,,,,,,,,,,,,,,,,,,,200,0.023,0.68,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.154,0.07,4.325,0.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1949,BRA,52489682,1.12E+11,,,,,,,,,,,,,,,,5.136,0.651,253.76,13.32,,,,,,,,,,,,,,,,,,,,,,,,66.667,0.023,1.103,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.316,-0.058,3.102,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1950,BRA,53955360,1.19E+11,,,,,,,,,,,,,,,,-7.985,-1.064,227.155,12.256,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.073,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.286,0.349,9.484,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1951,BRA,55591060,1.25E+11,,,,,,,,,,,,,,,,0.204,0.025,220.921,12.281,,,,,,,,,,,,,,,,,,,,,,,,60,0.035,1.667,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.545,0.535,18.829,1.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1952,BRA,57283340,1.35E+11,,,,,,,,,,,,,,,,-0.153,-0.019,214.067,12.262,,,,,,,,,,,,,,,,,,,,,,,,-12.5,-0.012,1.415,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.889,0.093,19.897,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1953,BRA,59025680,1.41E+11,,,,,,,,,,,,,,,,3.265,0.4,214.532,12.663,,,,,,,,,,,,,,,,,,,,,,,,285.714,0.232,5.298,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.429,0.244,23.447,1.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1954,BRA,60827596,1.52E+11,,,,,,,,,,,,,,,,1.532,0.194,211.365,12.857,,,,,,,,,,,,,,,,,,,,,,,,133.333,0.417,11.997,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.403,0.116,24.664,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1955,BRA,62701036,1.65E+11,,,,,,,,,,,,,,,,10.365,1.333,226.303,14.189,,,,,,,,,,,,,,,,,,,,,,,,-1.587,-0.012,11.453,0.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.651,1.57,48.968,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1956,BRA,64644888,1.70E+11,,,,,,,,,,,,,,,,-1.499,-0.213,216.207,13.977,,,,,,,,,,,,,,,,,,,,,,,,35.484,0.255,15.051,0.973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.136,3.105,95.53,6.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1957,BRA,66660892,1.83E+11,,,,,,,,,,,,,,,,-7.207,-1.007,194.558,12.969,,,,,,,,,,,,,,,,,,,,,,,,88.095,0.857,27.454,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.776,9.188,230.468,15.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1958,BRA,68735928,2.03E+11,,,,,,,,,,,,,,,,8.056,1.045,203.885,14.014,,,,,,,,,,,,,,,,,,,,,,,,89.873,1.645,50.554,3.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.207,13.398,418.427,28.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1959,BRA,70880824,2.23E+11,,,,,,,,,,,,,,,,4.018,0.563,205.66,14.577,,,,,,,,,,,,,,,,,,,,,,,,42.333,1.471,69.777,4.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.666,7.094,505.853,35.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1960,BRA,73092520,2.44E+11,,,,,,,,,,,,,,,,0,0,199.436,14.577,,,,,,,,,,,,,,,,,,,,,,,,25.293,1.251,84.78,6.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.527,9.153,615.769,45.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1961,BRA,75330008,2.65E+11,,,,,,,,,,,,,,,,2.575,0.375,198.496,14.953,,,,,,,,,,,,,,,,,,,,,,,,-1.495,-0.093,81.032,6.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.545,7.897,702.308,52.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1962,BRA,77599224,2.82E+11,,,,,,,,,,,,,,,,4.937,0.738,202.205,15.691,,,,,,,,,,,,,,,,,,,,,,,,-3.036,-0.185,76.274,5.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.001,-2.117,654.494,50.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1963,BRA,79915560,2.84E+11,,,,,,,,,,,,,,,,12.759,2.002,221.396,17.693,,,,,,,,,,,,,,,,,,,,,,,,-1.566,-0.093,72.904,5.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.915,3.512,679.473,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1964,BRA,82262800,2.93E+11,,,,,,,,,,,,,,,,5.728,1.014,227.399,18.707,,,,,,,,,,,,,,,,,,,,,,,,5.765,0.336,74.907,6.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.768,-3.675,615.41,50.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1965,BRA,84623752,3.01E+11,,,,,,,,,,,,238.444,20.178,,,4.916,0.92,231.923,19.626,,7.368,,,,,,3236.321,0.911,,,,,2344.756,198.422,,72.451,,,0.513,,,6.067,28.571,1.761,93.622,7.923,,0.187,,,,75.448,301.511,25.515,891.565,,27.549,,,75.448,0,0,891.565,,27.549,,,,,0,0,0,0,,0,,,177.731,,,2100.244,15.901,8.05,693.37,58.676,,64.896,,,,,,,,,,,,,273.87,,,75.448,,,891.565,,27.549,,,,,,,,,,,,,,,,
Brazil,1966,BRA,86979288,3.21E+11,,,,,,,,,,8.357,1.686,251.375,21.864,,,16.863,3.31,263.693,22.936,,7.318,,,,9.096,24.911,3435.072,0.932,8.991,17.84,,,2486.366,216.262,,72.382,16.941,0.087,0.6,,,6.903,15.351,1.216,105.069,9.139,,0.201,,9.371,7.07,82.518,320.835,27.906,948.706,,27.618,9.371,7.07,82.518,0,0,948.706,,27.618,,,,0,0,0,0,0,,0,9.04,16.067,193.798,,,2228.089,22.082,12.957,823.559,71.633,,64.863,,,,,,,,,,,,,298.78,9.371,7.07,82.518,,,948.706,,27.618,,,,,,,,,,,,,,,,
Brazil,1967,BRA,89323288,3.34E+11,,,,,,,,,,3.351,0.733,252.981,22.597,,,18.358,4.211,303.911,27.146,,7.299,,,,3.614,10.799,3465.827,0.926,3.239,7.005,,,2499.544,223.268,,72.12,13.044,0.078,0.679,,,7.598,10.9,0.996,113.464,10.135,,0.219,,4.598,3.794,86.312,326.779,29.189,966.283,,27.88,4.598,3.794,86.312,0,0,966.283,,27.88,,,,0,0,0,0,0,,0,3.196,6.194,199.992,,,2238.965,25.84,18.51,1009.171,90.143,,64.601,,,,,,,,,,,,,309.579,4.598,3.794,86.312,,,966.283,,27.88,,,,,,,,,,,,,,,,
Brazil,1968,BRA,91659248,3.67E+11,,,,,,,,,,-1.595,-0.361,242.6,22.237,,,11.27,3.059,329.543,30.206,,6.291,,,,14.183,43.907,3856.523,0.964,17.863,39.882,,,2870.959,263.15,,74.444,5.683,0.039,0.717,,,7.826,10.286,1.042,121.946,11.177,,0.203,,4.663,4.024,90.336,333.3,30.55,985.564,,25.556,4.663,4.024,90.336,0,0,985.564,,25.556,,,,0,0,0,0,0,,0,20.103,40.204,240.196,,,2620.534,9.883,8.909,1080.645,99.051,,67.951,,,,,,,,,,,,,353.486,4.663,4.024,90.336,,,985.564,,25.556,,,,,,,,,,,,,,,,
Brazil,1969,BRA,94000384,4.02E+11,,,,,,,,,,11.611,2.582,264.025,24.818,,,6.193,1.871,341.236,32.076,,6.433,,,,9.145,32.326,4104.366,0.961,9.877,25.992,,,3075.967,289.142,,74.944,5.392,0.039,0.756,,,8.042,26.528,2.965,150.453,14.143,,0.196,,7.011,6.334,96.67,347.786,32.692,1028.399,,25.056,7.011,6.334,96.67,0,0,1028.399,,25.056,,,,0,0,0,0,0,,0,9.73,23.372,263.568,,,2803.9,9.07,8.984,1149.309,108.035,,68.315,,,,,,,,,,,,,385.812,7.011,6.334,96.67,,,1028.399,,25.056,,,,,,,,,,,,,,,,
